concept_1,concept_2,colexification_count
MISS (A TARGET),SHOW,1
MISS (A TARGET),SLIP,2
MISS (A TARGET),STRIKE OR BEAT,1
MISS (A TARGET),THINK (BELIEVE),1
MISS (A TARGET),THINK (REFLECT),1
MISS (A TARGET),THRESH,1
MISS (A TARGET),THROW,1
MISS (A TARGET),TOUCH,3
MISS (A TARGET),TRADE OR BARTER,1
MISS (A TARGET),TURTLE,1
MISS (A TARGET),WRONG,8
MISS (SOMEBODY),THINK,3
MISS (SOMEBODY),THINK (REFLECT),3
MISTAKE,MOVE,1
MISTAKE,NEED (NOUN),1
MISTAKE,NOTHING OR ZERO,1
MISTAKE,OWL,1
MISTAKE,PERJURY,1
MISTAKE,PLATE,1
MISTAKE,PULL,1
MISTAKE,REASON,1
MISTAKE,ROAD,1
MISTAKE,SEIZE,1
MISTAKE,SEW,1
MISTAKE,STEP (VERB),1
MISTAKE,STUTTER,1
MISTAKE,SWIM,1
MISTAKE,TABLE,1
MISTAKE,TURN (SOMETHING),1
MISTAKE,WALL (OF HOUSE),1
MISTAKE,WET,1
MISTAKE,WHIRLPOOL,1
MISTAKE,WIFE,1
MISTAKE,WRONG,41
MIX,MORTAR BINDER,1
MIX,MOSQUITO,1
MIX,MOULD,1
MIX,MOVE,17
MIX,MOVE AWAY,1
MIX,NATIVE CAT,1
MIX,NECK,1
MIX,NINE,1
MIX,OPEN,2
MIX,OWE,1
MIX,PAIN,2
MIX,PAINT (PIGMENTS),1
MIX,PAY,1
MIX,PERSON,2
MIX,PILE UP,2
MIX,PINCH,1
MIX,PISS,1
MIX,PLAIT OR BRAID OR WEAVE,1
MIX,POUR,1
MIX,PRAISE,1
MIX,PREPARE,1
MIX,PULL,1
MIX,PULL UP (RICE SEEDLINGS),1
MIX,PUMPKIN,1
MIX,PUNISHMENT,1
MIX,PURSUE,1
MIX,PUSH,1
MIX,PUT,2
MIX,PUT ON,1
MIX,QUARREL,1
MIX,QUIET,1
MIX,RAINING OR RAIN,2
MIX,REFUSE,1
MIX,REMEMBER,1
MIX,REPAIR,1
MIX,RESEMBLE,2
MIX,RIGHT,1
MIX,RIPEN,1
MIX,ROAST (SOMETHING),1
MIX,ROAST OR FRY,2
MIX,ROLL,1
MIX,ROTTEN,1
MIX,ROW,5
MIX,RUB,2
MIX,SACRIFICE,1
MIX,SAY,1
MIX,SCATTER (SEEDS),1
MIX,SCHOOL,1
MIX,SCRAPE,1
MIX,SCRATCH,2
MIX,SEE,1
MIX,SEED,1
MIX,SEIZE,2
MIX,SEND,1
MIX,SET (HEAVENLY BODIES),1
MIX,SEW,1
MIX,SHAKE,8
MIX,SHARPEN (SOMETHING),1
MIX,SHAVE,1
MIX,SHIT (DEFECATE),1
MIX,SHIVER,2
MIX,SHORT,1
MIX,SHOUT,1
MIX,SICK,2
MIX,SING,1
MIX,SIT,1
MIX,SLAUGHTER,1
MIX,SLEEP,2
MIX,SLING,1
MIX,SLOW,1
MIX,SMELL (PERCEIVE),1
MIX,SNEEZE,1
MIX,SNORE,1
MIX,SPADE,1
MIX,SPARK,1
MIX,SPEAK,1
MIX,SPIN,2
MIX,SPLASH,1
MIX,SPLIT,1
MIX,SPREAD OUT,2
MIX,SQUEEZE,2
MIX,STAND,1
MIX,STEAL,1
MIX,STINKING,1
MIX,STIR,16
MIX,STRAIN,1
MIX,STRETCH,1
MIX,STRIKE OR BEAT,1
MIX,SUCK,1
MIX,SUIT,1
MIX,SURPASS,1
MIX,SWEAR,1
MIX,SWEEP,2
MIX,SWELL,1
MIX,TASTE (SOMETHING),1
MIX,TEACH,1
MIX,TERMITE,1
MIX,THINK,1
MIX,THIRST,1
MIX,THREATEN,1
MIX,THRESH,1
MIX,THROW,1
MIX,TOUCH,2
MIX,TRAVERSE,1
MIX,TREE STUMP,1
MIX,TRY,1
MIX,TUMBLE (FALL DOWN),1
MIX,TURN,1
MIX,TURN (SOMETHING),5
MIX,TWIST,2
MIX,TWIST (AROUND),1
MIX,UNTIE,1
MIX,WALK,1
MIX,WANT,1
MIX,WASH,1
MIX,WEAR,2
MIX,WEAVE,1
MIX,WILD BOAR,1
MIX,WINNOWING,1
MIX,WIPE,1
MIX,WOUND,2
MIX,WRITE,1
MOISTEN,WASH,1
MOLAR TOOTH,MOUTH,2
MOLAR TOOTH,MUD,1
MOLAR TOOTH,NEEDLE (FOR SEWING),1
MOLAR TOOTH,NETBAG,2
MOLAR TOOTH,NIPPLE,1
MOLAR TOOTH,OUTSIDE,1
MOLAR TOOTH,PRICE,1
MOLAR TOOTH,SEIZE,1
MOLAR TOOTH,SIDE,1
MOLAR TOOTH,STONE OR ROCK,1
MOLAR TOOTH,TOOTH,36
MOLAR TOOTH,VILLAGE,1
MOLD,MOTHER,1
MOLD,MOTHER'S BROTHER,1
MOLD,MOTHER'S SISTER,1
MOLD,PILE UP,2
MOLD,PLANT (SOMETHING),2
MOLD,POT,1
MOLD,POUR,5
MOLD,PREPARE,1
MOLD,PRODUCE,1
MOLD,PULL,1
MOLD,PUT ON,1
MOLD,RIDGEPOLE,1
MOLD,ROAST OR FRY,1
MOLD,ROTTEN,1
MOLD,SHOUT,1
MOLD,SIMILAR,1
MOLD,SKY,1
MOLD,SOUP,1
MOLD,SPIN,1
MOLD,WAKE UP,1
MOLD,WEAVE,2
MOLD,WIND,1
MOLD,WORD,1
MOLD,WRINKLED,1
MONDAY,MOON,2
MONDAY,SECOND,3
MONDAY,THIRD,1
MONDAY,THURSDAY,2
MONDAY,TUESDAY,2
MONDAY,WEDNESDAY,2
MONEY,MOON,1
MONEY,NOW,1
MONEY,OIL (ORGANIC SUBSTANCE),1
MONEY,OINTMENT,1
MONEY,OPEN (EYES),1
MONEY,PAPER,2
MONEY,PAY,2
MONEY,PERSON (CLASSIFIER),2
MONEY,PICK UP,1
MONEY,POUR,1
MONEY,PRICE,8
MONEY,RIDE,1
MONEY,ROAST (SOMETHING),1
MONEY,ROOM,1
MONEY,ROUGH,1
MONEY,RUST,1
MONEY,SALT,1
MONEY,SCALE,6
MONEY,SEEDLING,1
MONEY,SELF,1
MONEY,SHEEP,2
MONEY,SHELF,1
MONEY,SHELL,1
MONEY,SHY,1
MONEY,SILVER,151
MONEY,SNOW,1
MONEY,SOFT,1
MONEY,SOUR,1
MONEY,SOUTH,1
MONEY,SPICY,1
MONEY,STIR FRY,1
MONEY,STONE,1
MONEY,STONE OR ROCK,1
MONEY,SUMMER,1
MONEY,SWEAT (PERSPIRE),1
MONEY,TAX,1
MONEY,TEN,1
MONEY,THING,2
MONEY,THOU,1
MONEY,THOUSAND,1
MONEY,TIN OR TINPLATE,1
MONEY,TOMORROW,1
MONEY,UNTIE,1
MONEY,WAGES,1
MONEY,WAIST,1
MONEY,WALL (OF HOUSE),1
MONEY,WANT,1
MONEY,WEALTH,1
MONEY,WHITE,5
MONEY,WOOL,2
MONITOR LIZARD,SLOW,1
MONKEY,NORTH,1
MONKEY,NOTHING OR ZERO,2
MONKEY,OLD (AGED),1
MONKEY,PISS,1
MONKEY,PLANT (VEGETATION),1
MONKEY,POUND,1
MONKEY,RED,4
MONKEY,ROAST (SOMETHING),1
MONKEY,SHORE,1
MONKEY,SICKLE,1
MONKEY,SMOKE (EXHAUST),1
MONKEY,SPADE,1
MONKEY,STIR,1
MONKEY,STRANGER,1
MONKEY,TAIL,1
MONKEY,TAKE,1
MONKEY,TALL (PERSON),1
MONKEY,VEIN,1
MONKEY,WANT,1
MONKEY,WASH,1
MONKEY,WELL,1
MONKEY,WORLD,1
MONTH,MOON,328
MONTH,MORE,1
MONTH,MOSQUITO,1
MONTH,PEEL,2
MONTH,PERSON (CLASSIFIER),1
MONTH,PLATE,1
MONTH,PLOUGH,1
MONTH,PRESERVE,1
MONTH,RAIN (RAINING),1
MONTH,RED,1
MONTH,RELIGION,1
MONTH,REST,1
MONTH,ROAD,1
MONTH,ROPE,2
MONTH,ROUGH (OF SEA),2
MONTH,RUN,1
MONTH,SALT,4
MONTH,SCOLD,1
MONTH,SEAGULL,1
MONTH,SEASON,4
MONTH,SEED,2
MONTH,SHARPEN (SOMETHING),1
MONTH,SHEEP,1
MONTH,SHELF,1
MONTH,SHIVER,1
MONTH,SNAIL,1
MONTH,SNOW,1
MONTH,SOME,1
MONTH,SON,1
MONTH,SOUL,3
MONTH,SQUEEZE,1
MONTH,STAB,1
MONTH,STIR FRY,1
MONTH,STRAIGHT,1
MONTH,SUN,2
MONTH,THIN (OF SHAPE OF OBJECT),1
MONTH,THUNDER,1
MONTH,TIGER,1
MONTH,TIME,2
MONTH,TONGUE,3
MONTH,TOOTH,1
MONTH,TROUSERS,1
MONTH,VICTORY,2
MONTH,WAIT (FOR),3
MONTH,WE,1
MONTH,WHITHER (WHERE TO),2
MONTH,WHO,2
MONTH,WOOD,1
MONTH,YEAR,1
MONTH,YELLOW,2
MOON,MOUNTAIN,1
MOON,MOUTH,2
MOON,NOON,14
MOON,NOSE,1
MOON,OF THIS KIND (SUCH),1
MOON,PATH,1
MOON,PEEL,1
MOON,PERSON,1
MOON,PIG,2
MOON,PINE,1
MOON,RAINING OR RAIN,1
MOON,RAT,1
MOON,RED,1
MOON,ROAD,1
MOON,ROPE,1
MOON,SALT,4
MOON,SAND,1
MOON,SAY,1
MOON,SEAGULL,1
MOON,SEASON,3
MOON,SEE,6
MOON,SEED,2
MOON,SHADE,2
MOON,SHIVER,1
MOON,SHORT,1
MOON,SHOULDER,1
MOON,SKIN,1
MOON,SKY,1
MOON,SNAIL,1
MOON,SNEEZE,1
MOON,SOME,1
MOON,SON,1
MOON,SOUL,1
MOON,SPIT,1
MOON,STICK,1
MOON,STINKING,1
MOON,STOCKING,1
MOON,STONE,10
MOON,SUN,39
MOON,TAIL,1
MOON,TAX,1
MOON,THATCH OR ROOF,1
MOON,THIN (OF SHAPE OF OBJECT),1
MOON,THUNDER,1
MOON,TIME,1
MOON,TONGUE,1
MOON,TOOTH,2
MOON,TORTOISE,1
MOON,TURTLE,3
MOON,VINE,2
MOON,WAGES,1
MOON,WAIT (FOR),2
MOON,WASH,1
MOON,WATER,2
MOON,WE,2
MOON,WEEK,1
MOON,WHISTLE,2
MOON,WHITE,1
MOON,WHITHER (WHERE TO),2
MOON,WHO,1
MOON,WING,1
MOON,YELLOW,3
MOON,YES,1
MOON,YOLK,1
MOORLAND,NAKED,1
MOORLAND,RAW,1
MOORLAND,REASON,1
MOORLAND,SLAB,1
MOORLAND,SPADE,1
MOORLAND,SWAMP,37
MORE,NEIGHBOUR,1
MORE,NEW,1
MORE,OFTEN,6
MORE,OR,1
MORE,OTHER,2
MORE,PART,1
MORE,PUBIC HAIR,1
MORE,REGRET,1
MORE,SCOLD,1
MORE,SHARP,1
MORE,SIDE,2
MORE,SOME,1
MORE,SOUND OR NOISE,1
MORE,STAB TO DEATH,2
MORE,STONE,1
MORE,STONE OR ROCK,1
MORE,SWEAT (PERSPIRE),1
MORE,THREAD,1
MORE,TURN AROUND,1
MORE,UP,1
MORNING,NIGHT,5
MORNING,RACK (FOR STORING FOOD),1
MORNING,RATTAN,1
MORNING,ROOT,2
MORNING,SEVEN,13
MORNING,SHADE,1
MORNING,SPOON,2
MORNING,SQUEEZE,1
MORNING,SWELL,3
MORNING,THIGH,1
MORNING,THING,1
MORNING,THIRST,1
MORNING,THORN,1
MORNING,THUNDER,2
MORNING,TIME,1
MORNING,TODAY,1
MORNING,TOMORROW,41
MORNING,WITH,1
MORNING,YESTERDAY,2
MORTAR BINDER,MORTAR CRUSHER,18
MORTAR BINDER,MOTHER'S SISTER,1
MORTAR BINDER,MUD,3
MORTAR BINDER,PEPPER,1
MORTAR BINDER,SAND,1
MORTAR BINDER,SPIT,1
MORTAR BINDER,WOLF,1
MORTAR CRUSHER,MOTHER'S SISTER,1
MORTAR CRUSHER,PAIR,1
MORTAR CRUSHER,PALM OF HAND,1
MORTAR CRUSHER,PESTLE,24
MORTAR CRUSHER,PICK,1
MORTAR CRUSHER,PILLOW,1
MORTAR CRUSHER,POT,1
MORTAR CRUSHER,POUND,1
MORTAR CRUSHER,PRISON,1
MORTAR CRUSHER,PULL,1
MORTAR CRUSHER,SATIATED,1
MORTAR CRUSHER,SIEVE OR STRAIN,1
MORTAR CRUSHER,SING,1
MORTAR CRUSHER,SPICY,1
MORTAR CRUSHER,STAB TO DEATH,1
MORTAR CRUSHER,STABLE,1
MORTAR CRUSHER,STAR,1
MORTAR CRUSHER,SURPRISED,1
MORTAR CRUSHER,SWAMP,1
MORTAR CRUSHER,SWEEP,1
MORTAR CRUSHER,THICK,1
MORTAR CRUSHER,TROUGH,2
MORTAR CRUSHER,UNTIE,1
MORTAR CRUSHER,WEIGH,1
MORTAR CRUSHER,WHETSTONE,1
MORTAR CRUSHER,WIND,1
MORTAR CRUSHER,WRAP,1
MORTAR CRUSHER,YES,1
MOSQUE,SCHOOL,1
MOSQUITO,MOTHER,1
MOSQUITO,MOULD,1
MOSQUITO,MOUNTAIN,1
MOSQUITO,MUSHROOM,1
MOSQUITO,NEW,1
MOSQUITO,NIPPLE,1
MOSQUITO,PEG,1
MOSQUITO,PERSON,4
MOSQUITO,RABBIT,1
MOSQUITO,RAINING OR RAIN,1
MOSQUITO,RAW,1
MOSQUITO,ROOF,1
MOSQUITO,SALT,1
MOSQUITO,SANDFLY,113
MOSQUITO,SAP,2
MOSQUITO,SAY,2
MOSQUITO,SEED,2
MOSQUITO,SHADE,1
MOSQUITO,SHUT,1
MOSQUITO,SHY,1
MOSQUITO,SILK,1
MOSQUITO,SLEEP,5
MOSQUITO,SMELL,1
MOSQUITO,SMELL (STINK),1
MOSQUITO,SMOKE (EXHAUST),1
MOSQUITO,SNAKE,3
MOSQUITO,SOUR,1
MOSQUITO,SPIDER,3
MOSQUITO,STIR,1
MOSQUITO,STONE,1
MOSQUITO,STRAIGHT,1
MOSQUITO,SUGAR,2
MOSQUITO,SUN,2
MOSQUITO,SWIM,2
MOSQUITO,TAIL,1
MOSQUITO,TASTE (SOMETHING),1
MOSQUITO,TEN,1
MOSQUITO,THIN (OF SHAPE OF OBJECT),1
MOSQUITO,THREAD,1
MOSQUITO,TIE,1
MOSQUITO,TOOTH,2
MOSQUITO,TREE,1
MOSQUITO,TREE TRUNK,1
MOSQUITO,WALL (OF HOUSE),1
MOSQUITO,WASH,1
MOSQUITO,WASP,4
MOSQUITO,WHO,1
MOSQUITO,WING,1
MOSQUITO,WOMAN,1
MOSQUITO,WOOD,1
MOSQUITO,WORM,1
MOSQUITO,YOUNGER BROTHER,1
MOSQUITO,YOUNGER SISTER,1
MOSQUITO NET,THIN (OF HAIR AND THREAD),1
MOSQUITO NET,WRONG,1
MOTH,TABLE,1
MOTH,WORM,1
MOTHER,MOTHER'S BROTHER,1
MOTHER,MOTHER'S SISTER,21
MOTHER,MOTHER-IN-LAW,7
MOTHER,MOTHER-IN-LAW (OF MAN),6
MOTHER,MOTHER-IN-LAW (OF WOMAN),9
MOTHER,MOUNTAIN OR HILL,1
MOTHER,MOUTH,7
MOTHER,MY,2
MOTHER,NAME,2
MOTHER,NEED (NOUN),1
MOTHER,NO,2
MOTHER,NOT,2
MOTHER,NOW,2
MOTHER,OLD WOMAN,4
MOTHER,OLDER SISTER,2
MOTHER,ONE,4
MOTHER,OPEN,1
MOTHER,OWN,3
MOTHER,PARENTS,1
MOTHER,PARENTS-IN-LAW,1
MOTHER,PATERNAL AUNT (WIFE OF FATHER'S OLDER BROTHER),2
MOTHER,PATERNAL AUNT (WIFE OF FATHER'S YOUNGER BROTHER),4
MOTHER,PENIS,2
MOTHER,PEOPLE,1
MOTHER,PERSON,1
MOTHER,PIG,1
MOTHER,PRIEST,1
MOTHER,PUT,1
MOTHER,QUEEN,2
MOTHER,RAIN (PRECIPITATION),1
MOTHER,RAINBOW,1
MOTHER,RAW,1
MOTHER,RIGHT,1
MOTHER,ROOF,2
MOTHER,ROOT,1
MOTHER,ROPE,1
MOTHER,ROTTEN,1
MOTHER,SAGO,1
MOTHER,SAND,1
MOTHER,SAY,1
MOTHER,SEA,1
MOTHER,SEE,1
MOTHER,SEND,1
MOTHER,SHAKE,1
MOTHER,SIBLING,1
MOTHER,SISTER,3
MOTHER,SISTER-IN-LAW (OLDER BROTHER'S WIFE),1
MOTHER,SIT,2
MOTHER,SIT DOWN,1
MOTHER,SKY,1
MOTHER,SLEEP,2
MOTHER,SMOOTH,1
MOTHER,SON,1
MOTHER,SPEAR,1
MOTHER,SPINDLE,1
MOTHER,STAR,2
MOTHER,STEPMOTHER,3
MOTHER,SUN,2
MOTHER,SWEET,1
MOTHER,TEN THOUSAND,2
MOTHER,THAT,1
MOTHER,THERE,2
MOTHER,THEY,1
MOTHER,THICK,1
MOTHER,THIGH,1
MOTHER,THIN,1
MOTHER,THIS,5
MOTHER,THOU,2
MOTHER,THUMB,11
MOTHER,TIE UP (TETHER),1
MOTHER,TOOTH,1
MOTHER,TREE,1
MOTHER,TREE STUMP,2
MOTHER,TREE TRUNK,1
MOTHER,TWO,1
MOTHER,WAGES,1
MOTHER,WAIT (FOR),1
MOTHER,WALK,3
MOTHER,WALL (OF HOUSE),1
MOTHER,WASH,1
MOTHER,WE,4
MOTHER,WE (EXCLUSIVE),2
MOTHER,WE (INCLUSIVE),1
MOTHER,WHAT,2
MOTHER,WHEAT,1
MOTHER,WHICH,2
MOTHER,WHITE,1
MOTHER,WOMAN,15
MOTHER,WOOD,3
MOTHER,WORK (LABOUR),2
MOTHER,YAWN,2
MOTHER,YES,1
MOTHER,YOUNGER SISTER (OF WOMAN),1
MOTHER,YOUR (SINGULAR),14
MOTHER'S BROTHER,MOTHER'S SISTER,16
MOTHER'S BROTHER,NORTH,3
MOTHER'S BROTHER,OLD,1
MOTHER'S BROTHER,OLD (AGED),2
MOTHER'S BROTHER,OLD (USED),1
MOTHER'S BROTHER,OLD MAN,1
MOTHER'S BROTHER,OLDER BROTHER,2
MOTHER'S BROTHER,PADDY FIELD,1
MOTHER'S BROTHER,PATERNAL GRANDFATHER,1
MOTHER'S BROTHER,PENIS,1
MOTHER'S BROTHER,POTATO,1
MOTHER'S BROTHER,PRISONER,1
MOTHER'S BROTHER,RIVER,1
MOTHER'S BROTHER,SAME,1
MOTHER'S BROTHER,SAND,1
MOTHER'S BROTHER,SEASON,2
MOTHER'S BROTHER,SHARP,1
MOTHER'S BROTHER,SIBLING,1
MOTHER'S BROTHER,SIBLING'S CHILD,1
MOTHER'S BROTHER,SILVER,2
MOTHER'S BROTHER,SIT,1
MOTHER'S BROTHER,SLAP,1
MOTHER'S BROTHER,SOME,1
MOTHER'S BROTHER,SON-IN-LAW (OF MAN),2
MOTHER'S BROTHER,SON-IN-LAW (OF WOMAN),1
MOTHER'S BROTHER,SUCK,1
MOTHER'S BROTHER,THICK,3
MOTHER'S BROTHER,UNCLE,169
MOTHER'S BROTHER,VICTORY,1
MOTHER'S BROTHER,WALK,1
MOTHER'S BROTHER,WANT,1
MOTHER'S BROTHER,WE,1
MOTHER'S BROTHER,WE (EXCLUSIVE),2
MOTHER'S BROTHER,WINTER,1
MOTHER'S BROTHER,WOUND,1
MOTHER'S BROTHER,YOUNGER BROTHER,2
MOTHER'S SISTER,MOTHER-IN-LAW (OF MAN),6
MOTHER'S SISTER,MOTHER-IN-LAW (OF WOMAN),3
MOTHER'S SISTER,NECK,1
MOTHER'S SISTER,NIECE,1
MOTHER'S SISTER,NIPPLE,1
MOTHER'S SISTER,NORTH,1
MOTHER'S SISTER,OLD WOMAN,1
MOTHER'S SISTER,OLDER SISTER,3
MOTHER'S SISTER,ONE,1
MOTHER'S SISTER,ONLY,1
MOTHER'S SISTER,PADDY FIELD,1
MOTHER'S SISTER,PALM TREE,1
MOTHER'S SISTER,PITCHFORK,1
MOTHER'S SISTER,RUB,1
MOTHER'S SISTER,SEASON,2
MOTHER'S SISTER,SIBLING,1
MOTHER'S SISTER,SILVER,1
MOTHER'S SISTER,SISTER,4
MOTHER'S SISTER,SMOOTH,1
MOTHER'S SISTER,SPINDLE,1
MOTHER'S SISTER,STEPMOTHER,2
MOTHER'S SISTER,STOCKING,1
MOTHER'S SISTER,SUGAR CANE,2
MOTHER'S SISTER,TELL,1
MOTHER'S SISTER,THICK,1
MOTHER'S SISTER,THIGH,1
MOTHER'S SISTER,THROW,1
MOTHER'S SISTER,TREE,1
MOTHER'S SISTER,TREE TRUNK,1
MOTHER'S SISTER,UNCLE,3
MOTHER'S SISTER,WANT,1
MOTHER'S SISTER,WIFE,1
MOTHER'S SISTER,YOU,1
MOTHER-IN-LAW,NIGHT,1
MOTHER-IN-LAW,PATERNAL AUNT,6
MOTHER-IN-LAW,PATERNAL AUNT (WIFE OF FATHER'S OLDER BROTHER),3
MOTHER-IN-LAW,PATERNAL AUNT (WIFE OF FATHER'S YOUNGER BROTHER),3
MOTHER-IN-LAW,SMOKE (EXHAUST),2
MOTHER-IN-LAW,TONGUE,1
MOTHER-IN-LAW (OF MAN),MOTHER-IN-LAW (OF WOMAN),208
MOTHER-IN-LAW (OF MAN),OLD WOMAN,3
MOTHER-IN-LAW (OF MAN),PARENTS-IN-LAW,2
MOTHER-IN-LAW (OF MAN),RAZOR,1
MOTHER-IN-LAW (OF MAN),SIBLING-IN-LAW,1
MOTHER-IN-LAW (OF MAN),SON-IN-LAW (OF MAN),8
MOTHER-IN-LAW (OF MAN),SON-IN-LAW (OF WOMAN),12
MOTHER-IN-LAW (OF MAN),STEPDAUGHTER,1
MOTHER-IN-LAW (OF MAN),STEPMOTHER,6
MOTHER-IN-LAW (OF MAN),STINKING,1
MOTHER-IN-LAW (OF MAN),SUGAR CANE,1
MOTHER-IN-LAW (OF MAN),WANT,1
MOTHER-IN-LAW (OF MAN),WASP,1
MOTHER-IN-LAW (OF WOMAN),NECK,1
MOTHER-IN-LAW (OF WOMAN),NIECE,1
MOTHER-IN-LAW (OF WOMAN),OLD WOMAN,2
MOTHER-IN-LAW (OF WOMAN),PARENTS-IN-LAW,2
MOTHER-IN-LAW (OF WOMAN),SNOW,1
MOTHER-IN-LAW (OF WOMAN),SON-IN-LAW (OF MAN),4
MOTHER-IN-LAW (OF WOMAN),SON-IN-LAW (OF WOMAN),6
MOTHER-IN-LAW (OF WOMAN),STEPDAUGHTER,1
MOTHER-IN-LAW (OF WOMAN),STEPMOTHER,6
MOTHER-IN-LAW (OF WOMAN),SUGAR CANE,1
MOTHER-IN-LAW (OF WOMAN),THIN (OF SHAPE OF OBJECT),1
MOTHER-IN-LAW (OF WOMAN),WANT,1
MOTOR,MOTORCYCLE,1
MOULD,RAINING OR RAIN,1
MOULD,SEED,1
MOULD,SING,1
MOULD,STIR,1
MOULD,SWELL,1
MOULD,WALK,1
MOUNTAIN,MOUNTAIN OR HILL,50
MOUNTAIN,MOUTH,1
MOUNTAIN,MUD,1
MOUNTAIN,MUROID (MOUSE OR RAT),1
MOUNTAIN,MY,4
MOUNTAIN,NAPE (OF NECK),2
MOUNTAIN,NARROW,1
MOUNTAIN,NECK,1
MOUNTAIN,NEW,1
MOUNTAIN,NOSE,10
MOUNTAIN,OPEN,1
MOUNTAIN,OUTSIDE,1
MOUNTAIN,PILE UP,5
MOUNTAIN,PLACE (POSITION),1
MOUNTAIN,POST,1
MOUNTAIN,PULL,1
MOUNTAIN,RAIN (PRECIPITATION),1
MOUNTAIN,RAIN (RAINING),1
MOUNTAIN,RED,1
MOUNTAIN,REEF,1
MOUNTAIN,RIDGE,1
MOUNTAIN,ROCK,2
MOUNTAIN,ROLL,2
MOUNTAIN,ROOT,3
MOUNTAIN,ROPE,1
MOUNTAIN,SCALE,1
MOUNTAIN,SEE,1
MOUNTAIN,SHAVE,1
MOUNTAIN,SHORE,2
MOUNTAIN,SIDE,1
MOUNTAIN,SISTER,1
MOUNTAIN,SIX,1
MOUNTAIN,SKIN (OF FRUIT),1
MOUNTAIN,SKY,3
MOUNTAIN,SLOPE,1
MOUNTAIN,SOUTH,3
MOUNTAIN,SPACE (AVAILABLE),1
MOUNTAIN,SPINE,1
MOUNTAIN,SPOIL (BECOME SPOILED),1
MOUNTAIN,STICK,1
MOUNTAIN,STONE,42
MOUNTAIN,STONE OR ROCK,1
MOUNTAIN,SUMMIT,1
MOUNTAIN,SWELL,1
MOUNTAIN,THAT,1
MOUNTAIN,THREE,1
MOUNTAIN,TIE,1
MOUNTAIN,TOOTH,1
MOUNTAIN,TOP,1
MOUNTAIN,TREE (CLASSIFIER),1
MOUNTAIN,TURTLE,1
MOUNTAIN,UP OR ABOVE,1
MOUNTAIN,VILLAGE,2
MOUNTAIN,VINE,1
MOUNTAIN,WAGES,1
MOUNTAIN,WARE,1
MOUNTAIN,WARM UP,1
MOUNTAIN,WASH,1
MOUNTAIN,WATERFALL,1
MOUNTAIN,WE TWO,1
MOUNTAIN,WHEAT,1
MOUNTAIN,WHERE,1
MOUNTAIN,WIN,2
MOUNTAIN,WITH,1
MOUNTAIN,WORD,1
MOUNTAIN,WORLD,3
MOUNTAIN,YEAR,1
MOUNTAIN OR HILL,NAME,1
MOUNTAIN OR HILL,NAPE (OF NECK),1
MOUNTAIN OR HILL,NARROW,1
MOUNTAIN OR HILL,NASAL MUCUS (SNOT),3
MOUNTAIN OR HILL,NOSE,9
MOUNTAIN OR HILL,OWL,1
MOUNTAIN OR HILL,PAIR,1
MOUNTAIN OR HILL,PASTURE,9
MOUNTAIN OR HILL,PERJURY,1
MOUNTAIN OR HILL,PERSON,1
MOUNTAIN OR HILL,PISS,1
MOUNTAIN OR HILL,POUR,1
MOUNTAIN OR HILL,PRECIPICE,9
MOUNTAIN OR HILL,RABBIT,1
MOUNTAIN OR HILL,RAIN (PRECIPITATION),1
MOUNTAIN OR HILL,RED,1
MOUNTAIN OR HILL,REST,1
MOUNTAIN OR HILL,RISE (MOVE UPWARDS),1
MOUNTAIN OR HILL,ROOF,1
MOUNTAIN OR HILL,ROUND,2
MOUNTAIN OR HILL,SCALE,1
MOUNTAIN OR HILL,SHE,1
MOUNTAIN OR HILL,SHORT,1
MOUNTAIN OR HILL,SHOULDER,2
MOUNTAIN OR HILL,SHOVEL,2
MOUNTAIN OR HILL,SKULL,1
MOUNTAIN OR HILL,SKY,1
MOUNTAIN OR HILL,SNOW,1
MOUNTAIN OR HILL,SPADE,3
MOUNTAIN OR HILL,SPINDLE,4
MOUNTAIN OR HILL,SPRING OR WELL,1
MOUNTAIN OR HILL,STABLE,1
MOUNTAIN OR HILL,STAND,1
MOUNTAIN OR HILL,STONE,9
MOUNTAIN OR HILL,STONE OR ROCK,11
MOUNTAIN OR HILL,TALL,1
MOUNTAIN OR HILL,TEMPLES,1
MOUNTAIN OR HILL,THAT,1
MOUNTAIN OR HILL,THING,1
MOUNTAIN OR HILL,THROAT,2
MOUNTAIN OR HILL,TOP,13
MOUNTAIN OR HILL,TREE TRUNK,1
MOUNTAIN OR HILL,UP,3
MOUNTAIN OR HILL,VILLAGE,1
MOUNTAIN OR HILL,WANT,1
MOUNTAIN OR HILL,WINTER,1
MOUNTAIN OR HILL,WOLF,1
MOUNTAIN OR HILL,WOOD,1
MOUNTAIN OR HILL,WORLD,1
MOUNTAIN OR HILL,YOU,2
MOUSE,MUROID (MOUSE OR RAT),15
MOUSE,PIRANHA,4
MOUSE,RAT,33
MOUSE,RYE,1
MOUSE,SMOOTH,1
MOUSE,SUCK,1
MOUSE,SUGAR CANE,1
MOUSE,TAPIR,1
MOUSE,THOU,6
MOUSE,VAGINA,2
MOUSTACHE,WEATHER,1
MOUTH,MUD,1
MOUTH,MUSH,1
MOUTH,NAME,2
MOUTH,NEEDLE (FOR SEWING),1
MOUTH,NEW,1
MOUTH,NORTH,6
MOUTH,NOSE,2
MOUTH,OAT,1
MOUTH,OIL (ORGANIC SUBSTANCE),1
